dispute_id,txn_id,customer_id,merchant_id,dispute_reason,dispute_date,resolution_status,resolution_days,amount
DSP00587,TXN0009397,C00005,M0068,Duplicate,2023-10-13,Resolved,38.0,1853.52
DSP00588,TXN0009421,C00612,M0021,Duplicate,2023-10-13,Resolved,27.0,2664.34
DSP00589,TXN0009493,C00219,M0012,Quality Issue,2023-10-16,Pending,,8318.42
DSP00590,TXN0009510,C00318,M0025,Item Not Received,2023-10-16,Pending,9.0,12789.52
DSP00591,TXN0009523,C00063,M0027,Unauthorized,2023-10-17,Escalated,37.0,10869.79
DSP00592,TXN0009524,C00328,M0086,Item Not Received,2023-10-17,Resolved,22.0,1745.21
DSP00593,TXN0009528,C00503,M0025,Duplicate,2023-10-17,Escalated,,49069.59
DSP00594,TXN0009534,C00016,M0028,Unauthorized,2023-10-17,Pending,44.0,5067.38
DSP00595,TXN0009550,C00655,M0108,Duplicate,2023-10-18,Escalated,9.0,2237.5
DSP00596,TXN0009554,C00578,M0002,Duplicate,2023-10-18,Resolved,11.0,65766.25
DSP00597,TXN0009563,C00331,M0043,Quality Issue,2023-10-18,Pending,2.0,16647.96
DSP00598,TXN0009602,C00439,M0075,Unauthorized,2023-10-19,Resolved,28.0,938.09
DSP00599,TXN0009606,C00750,M0071,Unauthorized,2023-10-19,Pending,33.0,7078.6
DSP00600,TXN0009609,C00056,M0106,Item Not Received,2023-10-19,Pending,,2679.52
DSP00601,TXN0009618,C00403,M0111,Quality Issue,2023-10-20,Pending,,2614.64
DSP00602,TXN0009622,C00493,M0062,Quality Issue,2023-10-20,Escalated,,14968.5
DSP00603,TXN0009641,C00587,M0006,Unauthorized,2023-10-20,Resolved,,19551.41
DSP00604,TXN0009653,C00068,M0044,Item Not Received,2023-10-21,Resolved,31.0,13078.6
DSP00605,TXN0009658,C00125,M0066,Unauthorized,2023-10-21,Resolved,38.0,1437.66
DSP00606,TXN0009662,C00434,M0083,Unauthorized,2023-10-21,Escalated,8.0,2512.28
DSP00607,TXN0009680,C00481,M0100,Duplicate,2023-10-21,Escalated,40.0,26699.43
DSP00608,TXN0009691,C00271,M0113,Quality Issue,2023-10-22,Resolved,37.0,10867.78
DSP00609,TXN0009702,C00210,M0099,Unauthorized,2023-10-22,Resolved,40.0,1148.01
DSP00610,TXN0009730,C00276,M0053,Duplicate,2023-10-23,Pending,19.0,2804.3
DSP00611,TXN0009736,C00215,M0115,Duplicate,2023-10-23,Escalated,8.0,10966.53
DSP00612,TXN0009743,C00076,M0082,Duplicate,2023-10-23,Pending,8.0,1351.07
DSP00613,TXN0009750,C00653,M0085,Item Not Received,2023-10-23,Pending,21.0,1896.27
DSP00614,TXN0009790,C00184,M0119,Unauthorized,2023-10-25,Pending,32.0,783.61
DSP00615,TXN0009797,C00438,M0018,Duplicate,2023-10-25,Pending,33.0,2175.86
DSP00616,TXN0009800,C00157,M0098,Quality Issue,2023-10-25,Escalated,,10831.42
DSP00617,TXN0009806,C00054,M0100,Unauthorized,2023-10-25,Pending,26.0,33748.26
DSP00618,TXN0009821,C00507,M0016,Item Not Received,2023-10-26,Escalated,36.0,124788.79
DSP00619,TXN0009825,C00718,M0052,Duplicate,2023-10-26,Escalated,14.0,3380.1
DSP00620,TXN0009828,C00636,M0057,Quality Issue,2023-10-26,Pending,3.0,1772.78
DSP00621,TXN0009845,C00690,M0062,Item Not Received,2023-10-26,Resolved,1.0,13057.01
DSP00622,TXN0009900,C00434,M0068,Item Not Received,2023-10-28,Pending,34.0,3754.94
DSP00623,TXN0009910,C00021,M0104,Item Not Received,2023-10-28,Pending,,1559.86
DSP00624,TXN0009917,C00316,M0008,Quality Issue,2023-10-28,Escalated,,8753.34
DSP00625,TXN0009938,C00055,M0074,Quality Issue,2023-10-29,Pending,22.0,45645.86
DSP00626,TXN0009973,C00325,M0016,Quality Issue,2023-10-30,Escalated,9.0,2141.46
DSP00627,TXN0009974,C00200,M0022,Duplicate,2023-10-30,Resolved,1.0,5634.34
DSP00628,TXN0009975,C00091,M0060,Item Not Received,2023-10-30,Escalated,,698.15
DSP00629,TXN0009979,C00168,M0115,Unauthorized,2023-10-30,Pending,35.0,10764.18
DSP00630,TXN0009989,C00456,M0059,Unauthorized,2023-10-30,Pending,14.0,7304.21
DSP00631,TXN0010010,C00324,M0018,Duplicate,2023-10-31,Escalated,6.0,1617.24
DSP00632,TXN0010046,C00691,M0101,Quality Issue,2023-11-01,Escalated,,2297.05
DSP00633,TXN0010052,C00662,M0010,Item Not Received,2023-11-01,Escalated,29.0,745.22
DSP00634,TXN0010072,C00440,M0086,Item Not Received,2023-11-02,Resolved,2.0,1064.08
DSP00635,TXN0010087,C00277,M0074,Duplicate,2023-11-02,Resolved,31.0,22981.22
DSP00636,TXN0010094,C00190,M0053,Quality Issue,2023-11-02,Resolved,3.0,1626.45
DSP00637,TXN0010095,C00402,M0102,Quality Issue,2023-11-02,Resolved,34.0,48363.49
DSP00638,TXN0010110,C00764,M0069,Item Not Received,2023-11-03,Resolved,5.0,10951.14
DSP00639,TXN0010114,C00143,M0017,Item Not Received,2023-11-03,Pending,19.0,2669.21
DSP00640,TXN0010125,C00444,M0075,Quality Issue,2023-11-03,Resolved,33.0,1942.12
DSP00641,TXN0010144,C00720,M0008,Duplicate,2023-11-04,Resolved,,18694.74
DSP00642,TXN0010152,C00226,M0113,Duplicate,2023-11-04,Pending,,12197.0
DSP00643,TXN0010171,C00593,M0075,Quality Issue,2023-11-05,Escalated,42.0,1050.51
DSP00644,TXN0010272,C00584,M0078,Unauthorized,2023-11-08,Pending,,5920.56
DSP00645,TXN0010287,C00394,M0081,Unauthorized,2023-11-08,Escalated,19.0,15787.05
DSP00646,TXN0010316,C00461,M0106,Duplicate,2023-11-09,Escalated,16.0,2899.45
DSP00647,TXN0010322,C00286,M0075,Item Not Received,2023-11-09,Resolved,44.0,1553.17
DSP00648,TXN0010343,C00374,M0012,Quality Issue,2023-11-10,Escalated,28.0,4469.36
DSP00649,TXN0010346,C00745,M0064,Quality Issue,2023-11-10,Resolved,34.0,3237.31
DSP00650,TXN0010365,C00062,M0046,Item Not Received,2023-11-10,Resolved,36.0,10589.74
DSP00651,TXN0010404,C00316,M0027,Item Not Received,2023-11-12,Resolved,,14345.24
DSP00652,TXN0010431,C00353,M0013,Quality Issue,2023-11-12,Pending,44.0,4605.19
DSP00653,TXN0010482,C00625,M0090,Quality Issue,2023-11-13,Escalated,,2582.42
DSP00654,TXN0010483,C00277,M0034,Duplicate,2023-11-13,Pending,1.0,10858.08
DSP00655,TXN0010490,C00078,M0113,Duplicate,2023-11-14,Pending,3.0,12428.69
DSP00656,TXN0010536,C00536,M0107,Quality Issue,2023-11-15,Escalated,29.0,9226.56
DSP00657,TXN0010574,C00171,M0107,Unauthorized,2023-11-17,Pending,20.0,4840.37
DSP00658,TXN0010581,C00286,M0025,Unauthorized,2023-11-17,Escalated,7.0,6546.45
DSP00659,TXN0010591,C00760,M0099,Duplicate,2023-11-18,Escalated,3.0,17634.75
DSP00660,TXN0010594,C00443,M0089,Item Not Received,2023-11-18,Resolved,,6836.68
DSP00661,TXN0010595,C00334,M0059,Unauthorized,2023-11-18,Resolved,21.0,7482.32
DSP00662,TXN0010601,C00203,M0107,Quality Issue,2023-11-18,Escalated,,12361.27
DSP00663,TXN0010612,C00334,M0078,Unauthorized,2023-11-18,Resolved,30.0,24871.3
DSP00664,TXN0010630,C00753,M0097,Quality Issue,2023-11-19,Pending,43.0,1102.3
DSP00665,TXN0010653,C00390,M0115,Unauthorized,2023-11-20,Pending,19.0,5354.2
DSP00666,TXN0010671,C00472,M0120,Quality Issue,2023-11-20,Escalated,25.0,1436.86
DSP00667,TXN0010692,C00776,M0029,Item Not Received,2023-11-21,Resolved,1.0,4605.64
DSP00668,TXN0010713,C00707,M0001,Unauthorized,2023-11-21,Resolved,,7377.36
DSP00669,TXN0010744,C00296,M0117,Unauthorized,2023-11-22,Pending,5.0,629.72
DSP00670,TXN0010750,C00393,M0006,Quality Issue,2023-11-22,Pending,,27646.03
DSP00671,TXN0010755,C00555,M0084,Unauthorized,2023-11-22,Escalated,6.0,20519.03
DSP00672,TXN0010778,C00386,M0078,Duplicate,2023-11-23,Resolved,1.0,10452.14
DSP00673,TXN0010801,C00073,M0072,Quality Issue,2023-11-24,Escalated,33.0,1855.46
DSP00674,TXN0010807,C00387,M0066,Quality Issue,2023-11-24,Escalated,37.0,1298.18
DSP00675,TXN0010818,C00769,M0058,Unauthorized,2023-11-24,Resolved,27.0,180692.81
DSP00676,TXN0010838,C00704,M0080,Duplicate,2023-11-25,Pending,8.0,16144.42
DSP00677,TXN0010844,C00144,M0079,Item Not Received,2023-11-25,Pending,10.0,12818.65
DSP00678,TXN0010849,C00542,M0061,Duplicate,2023-11-25,Escalated,,566.61
DSP00679,TXN0010867,C00004,M0019,Item Not Received,2023-11-26,Escalated,,2197.73
DSP00680,TXN0010880,C00424,M0006,Duplicate,2023-11-26,Pending,19.0,23569.71
DSP00681,TXN0010903,C00507,M0097,Unauthorized,2023-11-27,Resolved,19.0,3167.46
DSP00682,TXN0010905,C00427,M0107,Quality Issue,2023-11-27,Escalated,41.0,3292.95
DSP00683,TXN0010906,C00218,M0100,Item Not Received,2023-11-27,Pending,19.0,2713.7
DSP00684,TXN0010912,C00602,M0061,Item Not Received,2023-11-27,Escalated,28.0,923.36
DSP00685,TXN0010940,C00778,M0076,Duplicate,2023-11-28,Pending,,810.91
DSP00686,TXN0010953,C00234,M0001,Item Not Received,2023-11-28,Resolved,,163122.03
DSP00687,TXN0010958,C00366,M0110,Item Not Received,2023-11-28,Escalated,40.0,4752.73
DSP00688,TXN0010975,C00117,M0026,Item Not Received,2023-11-29,Escalated,,1497.86
DSP00689,TXN0010976,C00459,M0116,Item Not Received,2023-11-29,Escalated,,5539.65
DSP00690,TXN0010985,C00323,M0052,Duplicate,2023-11-30,Resolved,31.0,2527.85
DSP00691,TXN0011014,C00231,M0055,Quality Issue,2023-11-30,Pending,32.0,4491.58
DSP00692,TXN0011035,C00077,M0094,Duplicate,2023-12-01,Pending,21.0,26892.65
DSP00693,TXN0011037,C00679,M0085,Item Not Received,2023-12-01,Escalated,34.0,2299.62
DSP00694,TXN0011044,C00574,M0072,Item Not Received,2023-12-02,Resolved,23.0,1902.38
DSP00695,TXN0011058,C00413,M0059,Quality Issue,2023-12-02,Pending,45.0,5176.27
DSP00696,TXN0011070,C00050,M0039,Item Not Received,2023-12-03,Escalated,1.0,11860.99
DSP00697,TXN0011125,C00317,M0075,Duplicate,2023-12-04,Resolved,36.0,2798.26
DSP00698,TXN0011135,C00346,M0041,Quality Issue,2023-12-04,Escalated,,25562.88
DSP00699,TXN0011137,C00243,M0101,Duplicate,2023-12-04,Pending,20.0,7059.42
DSP00700,TXN0011150,C00620,M0038,Unauthorized,2023-12-05,Pending,39.0,10769.42
DSP00701,TXN0011194,C00298,M0057,Unauthorized,2023-12-06,Escalated,3.0,647.57
DSP00702,TXN0011231,C00352,M0076,Item Not Received,2023-12-07,Pending,20.0,3477.27
DSP00703,TXN0011235,C00166,M0113,Duplicate,2023-12-07,Escalated,27.0,13851.14
DSP00704,TXN0011244,C00097,M0074,Duplicate,2023-12-07,Resolved,,46670.01
DSP00705,TXN0011270,C00011,M0089,Duplicate,2023-12-08,Escalated,1.0,547.2
DSP00706,TXN0011272,C00004,M0054,Quality Issue,2023-12-08,Resolved,45.0,11543.02
DSP00707,TXN0011293,C00728,M0062,Duplicate,2023-12-09,Resolved,,69011.93
DSP00708,TXN0011316,C00019,M0106,Item Not Received,2023-12-10,Escalated,,624.85
DSP00709,TXN0011317,C00437,M0115,Quality Issue,2023-12-10,Resolved,16.0,2799.59
DSP00710,TXN0011347,C00535,M0046,Quality Issue,2023-12-11,Resolved,,10155.72
DSP00711,TXN0011349,C00271,M0073,Item Not Received,2023-12-11,Resolved,38.0,47822.67
DSP00712,TXN0011382,C00432,M0043,Unauthorized,2023-12-12,Resolved,5.0,30911.11
DSP00713,TXN0011384,C00192,M0051,Quality Issue,2023-12-12,Pending,44.0,5021.7
DSP00714,TXN0011400,C00629,M0091,Quality Issue,2023-12-13,Pending,,1703.71
DSP00715,TXN0011416,C00626,M0116,Unauthorized,2023-12-13,Resolved,,198202.24
DSP00716,TXN0011431,C00363,M0034,Unauthorized,2023-12-14,Resolved,20.0,24271.12
DSP00717,TXN0011441,C00419,M0022,Unauthorized,2023-12-14,Escalated,7.0,15056.5
DSP00718,TXN0011448,C00392,M0120,Quality Issue,2023-12-14,Pending,12.0,3822.59
DSP00719,TXN0011449,C00174,M0069,Item Not Received,2023-12-14,Pending,,8010.03
DSP00720,TXN0011460,C00314,M0059,Item Not Received,2023-12-14,Escalated,,2245.02
DSP00721,TXN0011466,C00365,M0108,Quality Issue,2023-12-15,Pending,19.0,4540.81
DSP00722,TXN0011484,C00245,M0008,Item Not Received,2023-12-15,Escalated,,43458.48
DSP00723,TXN0011495,C00689,M0108,Unauthorized,2023-12-16,Pending,43.0,2837.15
DSP00724,TXN0011519,C00016,M0102,Unauthorized,2023-12-16,Escalated,22.0,31643.87
DSP00725,TXN0011520,C00444,M0049,Item Not Received,2023-12-16,Resolved,,251.33
DSP00726,TXN0011586,C00326,M0045,Unauthorized,2023-12-18,Pending,5.0,80556.67
DSP00727,TXN0011640,C00237,M0063,Duplicate,2023-12-20,Resolved,25.0,5679.15
DSP00728,TXN0011644,C00520,M0029,Item Not Received,2023-12-20,Escalated,3.0,3264.4
DSP00729,TXN0011649,C00088,M0033,Item Not Received,2023-12-20,Escalated,,2397.94
DSP00730,TXN0011669,C00768,M0117,Item Not Received,2023-12-21,Resolved,,105.87
DSP00731,TXN0011677,C00256,M0032,Unauthorized,2023-12-21,Escalated,16.0,8244.29
DSP00732,TXN0011686,C00295,M0078,Unauthorized,2023-12-21,Pending,33.0,14877.46
DSP00733,TXN0011694,C00448,M0009,Unauthorized,2023-12-21,Escalated,,3223.33
DSP00734,TXN0011751,C00562,M0045,Quality Issue,2023-12-23,Resolved,36.0,2148.05
DSP00735,TXN0011761,C00754,M0118,Quality Issue,2023-12-24,Pending,,465.37
DSP00736,TXN0011767,C00532,M0102,Unauthorized,2023-12-24,Resolved,7.0,7396.11
DSP00737,TXN0011799,C00783,M0038,Item Not Received,2023-12-25,Resolved,21.0,4652.52
DSP00738,TXN0011804,C00578,M0096,Quality Issue,2023-12-25,Escalated,38.0,2482.76
DSP00739,TXN0011820,C00008,M0081,Quality Issue,2023-12-25,Resolved,31.0,20422.24
DSP00740,TXN0011825,C00235,M0022,Quality Issue,2023-12-26,Resolved,,24801.34
DSP00741,TXN0011849,C00417,M0062,Duplicate,2023-12-27,Escalated,,63921.14
DSP00742,TXN0011854,C00746,M0028,Unauthorized,2023-12-27,Escalated,38.0,17817.57
DSP00743,TXN0011867,C00077,M0086,Duplicate,2023-12-27,Escalated,,1591.14
DSP00744,TXN0011870,C00213,M0082,Quality Issue,2023-12-27,Escalated,,1306.61
DSP00745,TXN0011907,C00484,M0037,Unauthorized,2023-12-28,Resolved,7.0,2036.73
DSP00746,TXN0011959,C00325,M0102,Unauthorized,2023-12-30,Resolved,,41372.3
DSP00747,TXN0011967,C00249,M0099,Item Not Received,2023-12-30,Resolved,35.0,6095.43
