txn_id,txn_date,txn_time,txn_month,merchant_id,merchant_city,customer_id,amount,payment_mode,status,dispute_reason,settlement_date,risk_flag,processing_fee,net_settlement_amount
TXN0005027,2023-06-02,14:05:00,2023-06,M0078,Kolkata,C00035,7719.07,Credit Card,Failed,,,No,189.41,0.0
TXN0005028,2023-06-02,14:25:00,2023-06,M0073,Kolkata,C00466,7522.45,UPI,Disputed,Quality Issue,,No,153.68,0.0
TXN0005029,2023-06-02,15:21:00,2023-06,M0099,Ahmedabad,C00701,38478.29,Credit Card,Success,,2023-06-03,No,949.83,37758.36
TXN0005030,2023-06-02,15:42:00,2023-06,M0075,Hyderabad,C00155,1545.83,UPI,Success,,2023-06-09,No,34.05,1520.27
TXN0005031,2023-06-02,15:51:00,2023-06,M0015,Pune,C00533,2148.86,Wallet,Success,,2023-06-03,No,38.61,2107.68
TXN0005032,2023-06-02,17:42:00,2023-06,M0025,Kolkata,C00252,141880.04,Wallet,Failed,,,Yes,2670.2,0.0
TXN0005033,2023-06-02,18:28:00,2023-06,M0117,Chennai,C00106,2365.42,Credit Card,Success,,2023-06-05,No,47.69,2329.75
TXN0005034,2023-06-02,18:47:00,2023-06,M0052,Gurugram,C00777,6667.53,Credit Card,Success,,2023-06-04,No,144.58,6506.9
TXN0005035,2023-06-02,18:59:00,2023-06,M0081,Mumbai,C00011,24620.85,UPI,Success,,2023-06-03,No,589.8,24184.15
TXN0005036,2023-06-02,19:28:00,2023-06,M0101,Gurugram,C00126,6844.42,Debit Card,Success,,2023-06-04,No,153.67,6712.27
TXN0005037,2023-06-02,21:53:00,2023-06,M0093,Bengaluru,C00564,3969.26,Wallet,Success,,2023-06-09,No,68.85,3894.57
TXN0005038,2023-06-02,22:05:00,2023-06,M0048,Ahmedabad,C00362,791.82,Debit Card,Success,,2023-06-09,No,16.78,772.72
TXN0005039,2023-06-02,22:29:00,2023-06,M0005,Kolkata,C00744,7535.26,UPI,Disputed,Quality Issue,,No,127.92,0.0
TXN0005040,2023-06-02,22:43:00,2023-06,M0113,Hyderabad,C00701,4353.82,Credit Card,Success,,2023-06-09,No,69.33,4259.75
TXN0005041,2023-06-03,00:13:00,2023-06,M0046,Noida,C00051,4084.44,Net Banking,Success,,2023-06-10,No,76.88,3986.24
TXN0005042,2023-06-03,01:33:00,2023-06,M0044,Kolkata,C00539,3595.23,Net Banking,Success,,2023-06-10,No,70.87,3534.27
TXN0005043,2023-06-03,01:54:00,2023-06,M0016,Kolkata,C00560,7139.76,Wallet,Success,,2023-06-06,No,130.21,7010.42
TXN0005044,2023-06-03,01:59:00,2023-06,M0074,Noida,C00051,3904.66,UPI,Success,,2023-06-05,No,59.75,3817.48
TXN0005045,2023-06-03,02:03:00,2023-06,M0013,Gurugram,C00553,1838.69,Credit Card,Success,,2023-06-06,No,31.41,1808.49
TXN0005046,2023-06-03,02:15:00,2023-06,M0086,Gurugram,C00492,1385.0,Net Banking,Success,,2023-06-10,No,31.41,1361.68
TXN0005047,2023-06-03,02:24:00,2023-06,M0105,Bengaluru,C00324,8737.41,Debit Card,Success,,2023-06-05,No,216.4,8521.41
TXN0005048,2023-06-03,03:01:00,2023-06,M0095,Gurugram,C00413,17272.59,Debit Card,Success,,2023-06-04,No,419.28,16897.14
TXN0005049,2023-06-03,03:39:00,2023-06,M0104,Ahmedabad,C00758,4130.81,Wallet,Success,,2023-06-04,No,87.24,4065.28
TXN0005050,2023-06-03,04:02:00,2023-06,M0076,Kolkata,C00318,908.96,UPI,Success,,2023-06-04,No,18.45,890.52
TXN0005051,2023-06-03,04:12:00,2023-06,M0029,Gurugram,C00360,186992.01,Wallet,Success,,2023-06-10,Yes,3823.72,182721.15
TXN0005052,2023-06-03,05:52:00,2023-06,M0107,Ahmedabad,C00769,3915.16,Credit Card,Disputed,Quality Issue,,No,65.88,0.0
TXN0005053,2023-06-03,06:51:00,2023-06,M0119,Chennai,C00027,2063.41,UPI,Success,,2023-06-05,No,38.46,2026.51
TXN0005054,2023-06-03,07:05:00,2023-06,M0074,Noida,C00766,6645.71,Wallet,Failed,,,No,112.42,0.0
TXN0005055,2023-06-03,07:27:00,2023-06,M0053,Ahmedabad,C00694,2338.28,UPI,Success,,2023-06-05,No,49.51,2285.17
TXN0005056,2023-06-03,07:33:00,2023-06,M0069,Ahmedabad,C00347,2700.4,Credit Card,Success,,2023-06-06,No,53.27,2644.12
TXN0005057,2023-06-03,07:39:00,2023-06,M0057,Gurugram,C00556,978.82,Credit Card,Success,,2023-06-05,No,22.0,960.91
TXN0005058,2023-06-03,07:55:00,2023-06,M0011,Mumbai,C00114,2501.59,Credit Card,Failed,,,No,47.51,0.0
TXN0005059,2023-06-03,08:06:00,2023-06,M0065,Bengaluru,C00667,22025.19,Net Banking,Failed,,,No,546.41,0.0
TXN0005060,2023-06-03,08:42:00,2023-06,M0056,Chennai,C00013,181598.05,Credit Card,Disputed,Quality Issue,,Yes,3686.52,0.0
TXN0005061,2023-06-03,08:55:00,2023-06,M0102,Kolkata,C00328,31046.75,Wallet,Success,,2023-06-04,No,672.94,30515.02
TXN0005062,2023-06-03,09:42:00,2023-06,M0085,Bengaluru,C00543,4673.46,Net Banking,Success,,2023-06-06,No,116.15,4596.96
TXN0005063,2023-06-03,09:52:00,2023-06,M0064,Hyderabad,C00011,2689.29,Wallet,Success,,2023-06-10,No,60.98,2627.9
TXN0005064,2023-06-03,10:23:00,2023-06,M0010,Kolkata,C00112,924.14,UPI,Success,,2023-06-06,No,22.48,901.13
TXN0005065,2023-06-03,10:25:00,2023-06,M0062,Chennai,C00002,9516.43,UPI,Success,,2023-06-10,No,198.49,9347.12
TXN0005066,2023-06-03,11:01:00,2023-06,M0001,Kolkata,C00576,2444.47,Credit Card,Disputed,Duplicate,,No,46.7,0.0
TXN0005067,2023-06-03,11:42:00,2023-06,M0069,Ahmedabad,C00658,2882.57,Wallet,Success,,2023-06-06,No,47.95,2822.45
TXN0005068,2023-06-03,13:06:00,2023-06,M0002,Noida,C00570,368.0,UPI,Reversed,,,No,6.27,0.0
TXN0005069,2023-06-03,13:42:00,2023-06,M0083,Kolkata,C00697,7633.93,UPI,Success,,2023-06-05,No,134.62,7502.53
TXN0005070,2023-06-03,15:18:00,2023-06,M0040,Mumbai,C00431,427.77,Debit Card,Success,,2023-06-05,No,10.6,418.78
TXN0005071,2023-06-03,15:20:00,2023-06,M0079,Hyderabad,C00499,3623.59,Wallet,Success,,2023-06-06,No,58.08,3559.91
TXN0005072,2023-06-03,15:26:00,2023-06,M0019,Noida,C00609,575.97,Debit Card,Success,,2023-06-04,No,14.37,562.79
TXN0005073,2023-06-03,15:46:00,2023-06,M0077,Ahmedabad,C00504,166228.64,UPI,Success,,2023-06-05,Yes,3892.29,163130.86
TXN0005074,2023-06-03,16:20:00,2023-06,M0109,Hyderabad,C00267,1898.27,Debit Card,Disputed,Unauthorized,,No,31.85,0.0
TXN0005075,2023-06-03,17:00:00,2023-06,M0027,Kolkata,C00260,12404.67,Net Banking,Success,,2023-06-04,No,227.06,12214.95
TXN0005076,2023-06-03,18:00:00,2023-06,M0091,Delhi,C00512,645.48,Credit Card,Success,,2023-06-06,No,16.12,634.32
TXN0005077,2023-06-03,19:26:00,2023-06,M0021,Delhi,C00446,7018.8,Debit Card,Success,,2023-06-06,No,167.29,6883.89
TXN0005078,2023-06-03,19:44:00,2023-06,M0097,Noida,C00082,3987.68,UPI,Failed,,,No,70.73,0.0
TXN0005079,2023-06-03,20:53:00,2023-06,M0107,Ahmedabad,C00603,5849.13,Wallet,Success,,2023-06-10,No,103.0,5709.37
TXN0005080,2023-06-03,21:27:00,2023-06,M0109,Hyderabad,C00218,676.28,Wallet,Success,,2023-06-05,No,14.42,663.38
TXN0005081,2023-06-03,21:33:00,2023-06,M0072,Ahmedabad,C00458,118899.0,Wallet,Success,,2023-06-05,Yes,1784.01,117008.74
TXN0005082,2023-06-03,21:58:00,2023-06,M0117,Chennai,C00545,1079.77,Credit Card,Success,,2023-06-06,No,21.14,1054.16
TXN0005083,2023-06-03,22:25:00,2023-06,M0092,Ahmedabad,C00791,6573.99,Credit Card,Success,,2023-06-10,No,107.14,6467.2
TXN0005084,2023-06-04,00:19:00,2023-06,M0101,Gurugram,C00748,3233.21,Wallet,Success,,2023-06-06,No,51.37,3153.46
TXN0005085,2023-06-04,00:26:00,2023-06,M0109,Hyderabad,C00562,1682.04,Net Banking,Success,,2023-06-06,No,26.46,1653.33
TXN0005086,2023-06-04,01:24:00,2023-06,M0120,Pune,C00438,1075.41,Credit Card,Success,,2023-06-07,No,24.94,1049.33
TXN0005087,2023-06-04,03:15:00,2023-06,M0047,Pune,C00386,6099.58,Debit Card,Success,,2023-06-07,No,99.02,5998.01
TXN0005088,2023-06-04,03:47:00,2023-06,M0003,Gurugram,C00199,603.69,Net Banking,Success,,2023-06-07,No,10.11,594.39
TXN0005089,2023-06-04,04:00:00,2023-06,M0063,Hyderabad,C00394,5845.24,Debit Card,Success,,2023-06-11,No,121.97,5727.69
TXN0005090,2023-06-04,04:08:00,2023-06,M0118,Hyderabad,C00650,231.08,Credit Card,Success,,2023-06-05,No,5.53,226.15
TXN0005091,2023-06-04,04:19:00,2023-06,M0117,Chennai,C00303,2575.67,Credit Card,Success,,2023-06-07,No,48.87,2519.61
TXN0005092,2023-06-04,04:23:00,2023-06,M0090,Hyderabad,C00398,404.13,Debit Card,Success,,2023-06-11,No,9.82,396.5
TXN0005093,2023-06-04,06:53:00,2023-06,M0013,Gurugram,C00782,1500.14,UPI,Success,,2023-06-07,No,29.29,1468.69
TXN0005094,2023-06-04,07:36:00,2023-06,M0077,Ahmedabad,C00339,1859.43,Wallet,Success,,2023-06-06,No,38.56,1830.74
TXN0005095,2023-06-04,07:37:00,2023-06,M0055,Delhi,C00249,5841.55,Net Banking,Success,,2023-06-05,No,128.84,5714.0
TXN0005096,2023-06-04,08:43:00,2023-06,M0011,Mumbai,C00225,23017.19,Debit Card,Success,,2023-06-05,No,439.82,22543.07
TXN0005097,2023-06-04,09:05:00,2023-06,M0020,Pune,C00240,48962.07,Debit Card,Success,,2023-06-05,No,795.09,48000.18
TXN0005098,2023-06-04,11:32:00,2023-06,M0076,Kolkata,C00308,4468.59,Wallet,Success,,2023-06-05,No,94.31,4374.6
TXN0005099,2023-06-04,11:49:00,2023-06,M0029,Gurugram,C00455,2983.84,UPI,Success,,2023-06-11,No,66.08,2933.72
TXN0005100,2023-06-04,12:42:00,2023-06,M0027,Kolkata,C00454,697.76,Net Banking,Failed,,,No,12.14,0.0
TXN0005101,2023-06-04,13:05:00,2023-06,M0105,Bengaluru,C00284,2248.99,Debit Card,Success,,2023-06-06,No,35.32,2197.65
TXN0005102,2023-06-04,13:55:00,2023-06,M0018,Pune,C00762,1733.92,Net Banking,Success,,2023-06-11,No,29.77,1697.88
TXN0005103,2023-06-04,14:49:00,2023-06,M0010,Kolkata,C00588,1707.42,Net Banking,Success,,2023-06-07,No,32.48,1671.86
TXN0005104,2023-06-04,16:22:00,2023-06,M0098,Pune,C00419,8041.63,Net Banking,Success,,2023-06-07,No,196.73,7917.19
TXN0005105,2023-06-04,16:34:00,2023-06,M0025,Kolkata,C00235,25927.98,Net Banking,Success,,2023-06-07,No,444.44,25315.27
TXN0005106,2023-06-04,16:51:00,2023-06,M0036,Noida,C00204,1797.82,Wallet,Disputed,Item Not Received,,No,32.96,0.0
TXN0005107,2023-06-04,17:29:00,2023-06,M0074,Noida,C00492,30080.31,Net Banking,Reversed,,,No,597.74,0.0
TXN0005108,2023-06-04,18:08:00,2023-06,M0046,Noida,C00592,5532.78,Credit Card,Success,,2023-06-11,No,124.56,5428.8
TXN0005109,2023-06-04,18:19:00,2023-06,M0021,Delhi,C00152,10128.44,Debit Card,Success,,2023-06-07,No,200.16,9902.99
TXN0005110,2023-06-04,19:19:00,2023-06,M0018,Pune,C00160,2192.28,Credit Card,Success,,2023-06-11,No,43.93,2141.71
TXN0005111,2023-06-04,19:31:00,2023-06,M0006,Noida,C00710,14622.28,Debit Card,Success,,2023-06-07,No,329.02,14281.67
TXN0005112,2023-06-04,20:17:00,2023-06,M0073,Kolkata,C00441,30096.15,Net Banking,Success,,2023-06-07,No,686.65,29497.48
TXN0005113,2023-06-04,21:00:00,2023-06,M0112,Ahmedabad,C00175,508.32,Credit Card,Success,,2023-06-05,No,10.13,499.56
TXN0005114,2023-06-04,23:30:00,2023-06,M0111,Gurugram,C00515,2499.0,Wallet,Success,,2023-06-11,No,59.33,2439.97
TXN0005115,2023-06-05,00:47:00,2023-06,M0099,Ahmedabad,C00118,42289.46,Credit Card,Success,,2023-06-06,No,677.38,41322.53
TXN0005116,2023-06-05,01:13:00,2023-06,M0104,Ahmedabad,C00631,3464.21,Net Banking,Disputed,Duplicate,,No,67.13,0.0
TXN0005117,2023-06-05,01:58:00,2023-06,M0034,Bengaluru,C00077,19206.95,UPI,Success,,2023-06-06,No,458.6,18876.0
TXN0005118,2023-06-05,02:10:00,2023-06,M0006,Noida,C00354,15153.38,Wallet,Success,,2023-06-08,No,290.84,14784.52
TXN0005119,2023-06-05,02:13:00,2023-06,M0086,Gurugram,C00001,613.81,Debit Card,Success,,2023-06-12,No,9.9,598.57
TXN0005120,2023-06-05,02:16:00,2023-06,M0007,Hyderabad,C00186,4254.67,Net Banking,Failed,,,No,96.68,0.0
TXN0005121,2023-06-05,03:50:00,2023-06,M0106,Ahmedabad,C00224,2975.73,Debit Card,Reversed,,,No,65.24,0.0
TXN0005122,2023-06-05,03:51:00,2023-06,M0028,Chennai,C00497,17132.75,Debit Card,Disputed,Item Not Received,,No,284.4,0.0
TXN0005123,2023-06-05,03:59:00,2023-06,M0062,Chennai,C00298,11470.32,UPI,Success,,2023-06-12,No,255.69,11224.84
TXN0005124,2023-06-05,04:00:00,2023-06,M0112,Ahmedabad,C00212,1146.09,Wallet,Success,,2023-06-06,No,26.52,1127.55
TXN0005125,2023-06-05,05:32:00,2023-06,M0087,Ahmedabad,C00563,12315.7,Wallet,Success,,2023-06-06,No,198.04,12110.34
TXN0005126,2023-06-05,07:01:00,2023-06,M0010,Kolkata,C00655,625.69,UPI,Success,,2023-06-08,No,9.76,611.43
TXN0005127,2023-06-05,07:13:00,2023-06,M0120,Pune,C00511,118934.6,UPI,Success,,2023-06-08,Yes,2468.5,116346.51
TXN0005128,2023-06-05,07:35:00,2023-06,M0119,Chennai,C00251,1682.96,Net Banking,Success,,2023-06-07,No,35.41,1653.67
TXN0005129,2023-06-05,07:59:00,2023-06,M0061,Hyderabad,C00296,1214.4,Wallet,Success,,2023-06-06,No,18.45,1195.06
TXN0005130,2023-06-05,08:52:00,2023-06,M0064,Hyderabad,C00321,954.01,Wallet,Success,,2023-06-12,No,16.91,935.47
TXN0005131,2023-06-05,09:36:00,2023-06,M0047,Pune,C00052,2411.31,Net Banking,Success,,2023-06-08,No,48.51,2358.27
TXN0005132,2023-06-05,10:14:00,2023-06,M0067,Mumbai,C00331,6835.59,Net Banking,Failed,,,No,107.17,0.0
TXN0005133,2023-06-05,11:09:00,2023-06,M0072,Ahmedabad,C00169,2392.9,UPI,Success,,2023-06-07,No,51.01,2351.53
TXN0005134,2023-06-05,11:13:00,2023-06,M0045,Noida,C00119,4044.63,Debit Card,Success,,2023-06-12,No,77.37,3980.46
TXN0005135,2023-06-05,11:29:00,2023-06,M0050,Ahmedabad,C00615,143567.88,Wallet,Success,,2023-06-06,Yes,3403.22,141309.71
TXN0005136,2023-06-05,12:58:00,2023-06,M0020,Pune,C00297,26323.76,Wallet,Success,,2023-06-06,No,404.12,25702.38
TXN0005137,2023-06-05,12:59:00,2023-06,M0092,Ahmedabad,C00009,6426.06,Credit Card,Success,,2023-06-12,No,121.18,6293.11
TXN0005138,2023-06-05,13:39:00,2023-06,M0058,Noida,C00328,1517.6,Net Banking,Success,,2023-06-07,No,29.23,1481.79
TXN0005139,2023-06-05,14:47:00,2023-06,M0033,Kolkata,C00649,564.15,Credit Card,Success,,2023-06-12,No,8.5,555.29
TXN0005140,2023-06-05,17:00:00,2023-06,M0070,Noida,C00004,1105.84,Debit Card,Success,,2023-06-12,No,18.46,1088.76
TXN0005141,2023-06-05,17:17:00,2023-06,M0001,Kolkata,C00259,7121.57,Net Banking,Success,,2023-06-12,No,109.63,6991.8
TXN0005142,2023-06-05,18:08:00,2023-06,M0050,Ahmedabad,C00485,11416.24,Debit Card,Success,,2023-06-06,No,181.74,11160.36
TXN0005143,2023-06-05,19:32:00,2023-06,M0052,Gurugram,C00134,4366.3,UPI,Success,,2023-06-07,No,85.19,4280.3
TXN0005144,2023-06-05,19:52:00,2023-06,M0014,Hyderabad,C00770,4087.46,Debit Card,Success,,2023-06-06,No,76.27,3991.95
TXN0005145,2023-06-05,21:47:00,2023-06,M0009,Mumbai,C00427,4680.47,Net Banking,Success,,2023-06-07,No,101.74,4594.33
TXN0005146,2023-06-05,22:10:00,2023-06,M0089,Gurugram,C00028,8291.05,Debit Card,Disputed,Unauthorized,,No,186.34,0.0
TXN0005147,2023-06-05,22:14:00,2023-06,M0118,Hyderabad,C00640,181.77,Wallet,Success,,2023-06-06,No,3.9,177.53
TXN0005148,2023-06-05,23:21:00,2023-06,M0115,Ahmedabad,C00490,8535.81,UPI,Disputed,Quality Issue,,No,212.66,0.0
TXN0005149,2023-06-05,23:27:00,2023-06,M0024,Chennai,C00657,765.08,Net Banking,Reversed,,,No,17.23,0.0
TXN0005150,2023-06-05,23:31:00,2023-06,M0116,Delhi,C00578,394.12,Credit Card,Reversed,,,No,6.88,0.0
TXN0005151,2023-06-05,23:47:00,2023-06,M0054,Bengaluru,C00438,6336.64,Debit Card,Success,,2023-06-08,No,123.35,6239.04
TXN0005152,2023-06-06,00:51:00,2023-06,M0101,Gurugram,C00168,841.27,Debit Card,Success,,2023-06-08,No,14.48,822.06
TXN0005153,2023-06-06,02:05:00,2023-06,M0095,Gurugram,C00610,46493.27,Credit Card,Reversed,,,No,724.2,0.0
TXN0005154,2023-06-06,03:21:00,2023-06,M0017,Delhi,C00078,1609.98,Credit Card,Disputed,Quality Issue,,No,25.42,0.0
TXN0005155,2023-06-06,03:58:00,2023-06,M0093,Bengaluru,C00277,566.92,Debit Card,Success,,2023-06-13,No,8.68,555.75
TXN0005156,2023-06-06,04:17:00,2023-06,M0005,Kolkata,C00364,14105.26,Wallet,Success,,2023-06-08,No,218.8,13771.06
TXN0005157,2023-06-06,05:10:00,2023-06,M0084,Hyderabad,C00602,2898.98,Net Banking,Reversed,,,No,50.19,0.0
TXN0005158,2023-06-06,05:22:00,2023-06,M0030,Bengaluru,C00499,11719.85,Net Banking,Success,,2023-06-07,No,263.65,11534.17
TXN0005159,2023-06-06,05:50:00,2023-06,M0118,Hyderabad,C00462,1450.37,UPI,Success,,2023-06-07,No,29.46,1422.47
TXN0005160,2023-06-06,06:55:00,2023-06,M0008,Chennai,C00242,31255.25,Wallet,Success,,2023-06-09,No,651.45,30554.84
TXN0005161,2023-06-06,07:26:00,2023-06,M0050,Ahmedabad,C00420,7638.97,Debit Card,Reversed,,,No,131.68,0.0
TXN0005162,2023-06-06,07:48:00,2023-06,M0076,Kolkata,C00387,1672.85,Net Banking,Success,,2023-06-07,No,25.83,1644.82
TXN0005163,2023-06-06,07:49:00,2023-06,M0107,Ahmedabad,C00017,3516.2,Wallet,Success,,2023-06-13,No,56.79,3455.48
TXN0005164,2023-06-06,09:13:00,2023-06,M0048,Ahmedabad,C00586,722.5,Wallet,Success,,2023-06-13,No,16.9,709.19
TXN0005165,2023-06-06,09:41:00,2023-06,M0010,Kolkata,C00546,1047.05,Net Banking,Success,,2023-06-09,No,19.14,1027.74
TXN0005166,2023-06-06,10:30:00,2023-06,M0055,Delhi,C00770,13463.24,Wallet,Success,,2023-06-07,No,249.42,13233.01
TXN0005167,2023-06-06,10:36:00,2023-06,M0041,Chennai,C00760,7492.84,Net Banking,Success,,2023-06-07,No,155.81,7371.82
TXN0005168,2023-06-06,10:46:00,2023-06,M0063,Hyderabad,C00325,6262.13,UPI,Success,,2023-06-13,No,151.15,6150.23
TXN0005169,2023-06-06,10:51:00,2023-06,M0087,Ahmedabad,C00595,22623.63,Wallet,Success,,2023-06-07,No,389.62,22255.72
TXN0005170,2023-06-06,10:56:00,2023-06,M0012,Gurugram,C00118,2093.13,Credit Card,Success,,2023-06-08,No,47.86,2042.42
TXN0005171,2023-06-06,11:39:00,2023-06,M0022,Chennai,C00622,9370.21,Wallet,Failed,,,No,210.1,0.0
TXN0005172,2023-06-06,13:56:00,2023-06,M0015,Pune,C00571,2523.97,Net Banking,Success,,2023-06-07,No,41.95,2484.69
TXN0005173,2023-06-06,15:28:00,2023-06,M0016,Kolkata,C00096,1473.19,Wallet,Success,,2023-06-09,No,24.06,1448.94
TXN0005174,2023-06-06,15:45:00,2023-06,M0071,Delhi,C00450,1101.57,Wallet,Disputed,Unauthorized,,No,21.29,0.0
TXN0005175,2023-06-06,16:02:00,2023-06,M0056,Chennai,C00770,24890.59,Debit Card,Reversed,,,No,583.58,0.0
TXN0005176,2023-06-06,16:05:00,2023-06,M0007,Hyderabad,C00306,4868.1,Credit Card,Success,,2023-06-08,No,75.1,4768.16
TXN0005177,2023-06-06,18:52:00,2023-06,M0107,Ahmedabad,C00497,14828.53,Debit Card,Failed,,,No,354.78,0.0
TXN0005178,2023-06-06,19:05:00,2023-06,M0083,Kolkata,C00738,211.7,Wallet,Reversed,,,No,3.23,0.0
TXN0005179,2023-06-06,19:07:00,2023-06,M0009,Mumbai,C00238,3292.37,Debit Card,Success,,2023-06-08,No,65.14,3219.09
TXN0005180,2023-06-06,19:49:00,2023-06,M0070,Noida,C00399,2871.75,Net Banking,Success,,2023-06-13,No,66.96,2811.74
TXN0005181,2023-06-06,20:23:00,2023-06,M0011,Mumbai,C00447,5658.81,Credit Card,Failed,,,No,125.75,0.0
TXN0005182,2023-06-06,20:31:00,2023-06,M0116,Delhi,C00374,6106.71,Credit Card,Success,,2023-06-09,No,141.36,5992.88
TXN0005183,2023-06-06,21:38:00,2023-06,M0016,Kolkata,C00210,1651.1,UPI,Success,,2023-06-09,No,36.15,1618.65
TXN0005184,2023-06-06,21:52:00,2023-06,M0086,Gurugram,C00629,1028.39,Debit Card,Success,,2023-06-13,No,19.72,1007.68
TXN0005185,2023-06-06,22:14:00,2023-06,M0094,Ahmedabad,C00452,9840.96,Credit Card,Success,,2023-06-07,No,238.45,9639.21
TXN0005186,2023-06-06,22:15:00,2023-06,M0017,Delhi,C00662,4878.35,Net Banking,Success,,2023-06-08,No,87.57,4760.48
TXN0005187,2023-06-07,00:06:00,2023-06,M0111,Gurugram,C00542,6872.72,UPI,Success,,2023-06-14,No,152.88,6767.16
TXN0005188,2023-06-07,02:20:00,2023-06,M0086,Gurugram,C00540,1840.45,Wallet,Success,,2023-06-14,No,28.29,1811.47
TXN0005189,2023-06-07,04:13:00,2023-06,M0091,Delhi,C00359,230.6,Net Banking,Success,,2023-06-10,No,4.21,226.1
TXN0005190,2023-06-07,04:42:00,2023-06,M0083,Kolkata,C00537,2520.67,Wallet,Failed,,,No,58.16,0.0
TXN0005191,2023-06-07,04:55:00,2023-06,M0100,Noida,C00462,4373.12,Credit Card,Disputed,Duplicate,,No,99.36,0.0
TXN0005192,2023-06-07,06:14:00,2023-06,M0030,Bengaluru,C00307,7400.34,UPI,Failed,,,No,131.32,0.0
TXN0005193,2023-06-07,06:25:00,2023-06,M0112,Ahmedabad,C00519,72812.69,Net Banking,Success,,2023-06-08,Yes,1178.53,71708.89
TXN0005194,2023-06-07,07:31:00,2023-06,M0087,Ahmedabad,C00766,122751.4,Wallet,Failed,,,Yes,2615.04,0.0
TXN0005195,2023-06-07,07:57:00,2023-06,M0079,Hyderabad,C00610,47205.32,Credit Card,Success,,2023-06-10,No,874.98,46110.92
TXN0005196,2023-06-07,08:30:00,2023-06,M0109,Hyderabad,C00700,246.12,UPI,Success,,2023-06-09,No,4.12,241.92
TXN0005197,2023-06-07,08:37:00,2023-06,M0078,Kolkata,C00697,11025.12,Debit Card,Success,,2023-06-09,No,170.53,10822.38
TXN0005198,2023-06-07,09:00:00,2023-06,M0119,Chennai,C00355,1225.38,Wallet,Disputed,Duplicate,,No,28.91,0.0
TXN0005199,2023-06-07,09:46:00,2023-06,M0029,Gurugram,C00671,3059.65,Wallet,Disputed,Quality Issue,,No,56.43,0.0
TXN0005200,2023-06-07,10:14:00,2023-06,M0026,Pune,C00371,4661.03,UPI,Failed,,,No,108.16,0.0
TXN0005201,2023-06-07,11:26:00,2023-06,M0008,Chennai,C00464,28295.25,UPI,Failed,,,No,513.79,0.0
TXN0005202,2023-06-07,13:19:00,2023-06,M0024,Chennai,C00120,1918.34,UPI,Success,,2023-06-14,No,32.16,1881.88
TXN0005203,2023-06-07,13:37:00,2023-06,M0042,Chennai,C00251,4561.98,Net Banking,Success,,2023-06-14,No,93.39,4459.04
TXN0005204,2023-06-07,13:40:00,2023-06,M0046,Noida,C00116,14088.68,Debit Card,Success,,2023-06-14,No,242.53,13845.72
TXN0005205,2023-06-07,13:43:00,2023-06,M0075,Hyderabad,C00647,708.24,Debit Card,Success,,2023-06-14,No,13.4,691.65
TXN0005206,2023-06-07,13:43:00,2023-06,M0112,Ahmedabad,C00627,2872.52,Debit Card,Success,,2023-06-08,No,55.55,2813.89
TXN0005207,2023-06-07,15:03:00,2023-06,M0096,Gurugram,C00549,964.64,UPI,Success,,2023-06-14,No,19.36,942.65
TXN0005208,2023-06-07,15:19:00,2023-06,M0066,Mumbai,C00260,1985.63,Wallet,Success,,2023-06-08,No,37.13,1936.65
TXN0005209,2023-06-07,15:32:00,2023-06,M0099,Ahmedabad,C00269,27017.92,Wallet,Success,,2023-06-08,No,553.44,26408.47
TXN0005210,2023-06-07,15:57:00,2023-06,M0064,Hyderabad,C00271,4622.3,Credit Card,Success,,2023-06-14,No,115.51,4516.27
TXN0005211,2023-06-07,16:19:00,2023-06,M0075,Hyderabad,C00741,648.65,UPI,Success,,2023-06-14,No,13.75,635.4
TXN0005212,2023-06-07,16:22:00,2023-06,M0093,Bengaluru,C00616,3272.76,Wallet,Success,,2023-06-14,No,75.95,3192.05
TXN0005213,2023-06-07,16:52:00,2023-06,M0118,Hyderabad,C00400,826.56,UPI,Failed,,,No,14.52,0.0
TXN0005214,2023-06-07,18:42:00,2023-06,M0018,Pune,C00067,2078.92,Credit Card,Success,,2023-06-14,No,47.31,2046.69
TXN0005215,2023-06-07,19:05:00,2023-06,M0008,Chennai,C00446,27757.56,UPI,Success,,2023-06-10,No,424.51,27074.15
TXN0005216,2023-06-07,19:16:00,2023-06,M0055,Delhi,C00249,11844.61,Net Banking,Success,,2023-06-08,No,231.11,11576.06
TXN0005217,2023-06-07,20:37:00,2023-06,M0101,Gurugram,C00579,1597.96,UPI,Success,,2023-06-09,No,33.81,1565.05
TXN0005218,2023-06-07,21:05:00,2023-06,M0020,Pune,C00328,21337.84,Wallet,Success,,2023-06-08,No,340.78,20910.49
TXN0005219,2023-06-07,21:41:00,2023-06,M0029,Gurugram,C00186,1286.56,Credit Card,Success,,2023-06-14,No,25.21,1259.34
TXN0005220,2023-06-07,21:43:00,2023-06,M0015,Pune,C00348,2847.74,Wallet,Reversed,,,No,68.22,0.0
TXN0005221,2023-06-07,23:19:00,2023-06,M0102,Kolkata,C00491,26844.95,Debit Card,Success,,2023-06-08,No,491.92,26312.36
TXN0005222,2023-06-07,23:26:00,2023-06,M0037,Chennai,C00257,915.33,Wallet,Reversed,,,No,17.73,0.0
TXN0005223,2023-06-08,00:46:00,2023-06,M0105,Bengaluru,C00489,14820.79,UPI,Success,,2023-06-10,No,315.14,14577.1
